"299565";"478738"
"76025";"98428"
"466522";"332370"
"446207";"244347"
"176378";"354586"
"303644";"336351"
"419718";"440190"
"400605";"82809"
"332439";"493311"
"293343";"489726"
"450322";"257486"
"141419";"363768"
"140374";"467706"
"83883";"128256"
"145178";"486894"
"315590";"409782"
"321380";"489105"
"386148";"383802"
"198080";"472565"
"34075";"76989"
"462357";"462473"
"160837";"306235"
"340466";"210928"
"149861";"281884"
"140877";"31677"
"81891";"46260"
"452738";"431640"
"195180";"328733"
"330320";"410389"
"8677";"348970"
"239122";"32435"
"300792";"425722"
"490987";"490425"
"24856";"442685"
"404109";"400347"
"400757";"474662"
"144153";"144994"
"447880";"281629"
"27977";"495879"
"198100";"362567"
"343973";"276613"
"139226";"380148"
"296442";"285174"
"383972";"9676"
"333111";"167007"
"428402";"208839"
"235245";"164969"
"426565";"425989"
"401046";"57637"
"311074";"247"
"75116";"438583"
"60279";"424961"
"395321";"355570"
"39854";"412786"
"266443";"265356"
"23154";"213279"
"225924";"274407"
"47493";"287508"
"368637";"6270"
"115805";"289437"
"348901";"293057"
"29642";"289190"
"290622";"155227"
"437194";"495933"
"158820";"99185"
"3174";"375569"
"211213";"457768"
"318965";"59479"
"44101";"369410"
"27258";"348758"
"402282";"109313"
"260757";"272205"
"307553";"129558"
"474482";"308875"
"283586";"467645"
"315709";"437375"
"474617";"474515"
"32251";"209397"
"181480";"133153"
"207162";"395795"
"134402";"331678"
"408960";"195103"
"418403";"310316"
"107622";"42548"
"310305";"239834"
"217542";"428430"
"220690";"135194"
"179678";"313642"
"152651";"373961"
"435695";"238773"
"199459";"421919"
"202977";"19971"
"165027";"90738"
"486889";"361941"
"102348";"68709"
"370045";"151123"
"441542";"83016"
"418865";"9006"
"138617";"431918"
"363065";"420429"
"264514";"389260"
"27341";"13651"
"51636";"74254"
"140975";"94707"
"478817";"28993"
"302727";"351800"
"331580";"193927"
"273662";"378501"
"77720";"465471"
"195389";"110198"
"237582";"57536"
"289469";"6073"
"258837";"484454"
"191737";"99386"
"410100";"288446"
"27457";"104973"
"432031";"61332"
"18406";"44265"
"10637";"185535"
"483924";"232176"
"205195";"319164"
"181931";"97331"
"325786";"209293"
"468792";"136255"
"70610";"182395"
"59745";"61450"
"472642";"408663"
"117672";"87532"
"472583";"140848"
"424120";"305799"
"228741";"401135"
"351726";"438198"
"22188";"232284"
"211151";"343731"
"35338";"182705"
"475984";"138688"
"147131";"400772"
"190244";"98085"
"418934";"357305"
"264570";"253723"
"324299";"460438"
"52530";"159629"
"125181";"292578"
"86721";"115254"
"197745";"491248"
"192389";"431374"
"449364";"171220"
